ID,Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases,summarize
44,Autism,a Paraprofessional,San Diego State University,ADHD Professionals,a year,"For those that may have seen my posts ,
Despite my struggles with anxiety, motor skills & time reaction due to Attention Deficit Disorder & Autism, I am thankful for the support my employer has shown me during the Crisis Intervention test. They provided me with a 2-day paid study leave, training sessions, & personalized assessments to help me improve. As a teaching assistant, passing this program is mandatory, but I failed despite my devotion.

Now, I ask myself, am I meant to be a teacher?",9,7,1,2024-09-19 21:40:13,https://www.fishbowlapp.com/post/for-those-that-may-have-seen-my-posts-despite-my-struggles-with-anxiety-motor-skills-time-reaction-due-to-attention-deficit,44,No hashtags found,Autism,No.,Career uncertainty.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the author's struggle with Attention Deficit Disorder and Autism while working as a teaching assistant and their uncertainty about their career path.
45,Autism,a Staff Software Engineer 1,San Diego State University,ADHD Professionals,6 months,I am needing to get ADHD or autism testing. I already see a therapist. Shouldn't they be able to do the testing? Mine said I needed to go to my PCM and have them give a referral to get the test and bring it back to him. Doesn't that seem redundant?,2,3,0,2024-09-19 21:42:49,https://www.fishbowlapp.com/post/i-am-needing-to-get-adhd-or-autism-testing-i-already-see-a-therapist-shouldnt-they-be-able-to-do-the-testing-mine-said-i-needed-to,45,No hashtags found,Autism,Yes.,ADHD/Autism,No.,Yes.,No.,No.,No.,No.,No.,The key topic is seeking ADHD or autism testing and questioning the referral process.
46,Autism,a Community Health Educator 1,San Diego State University,Jobs for Teachers,6 months,Hi my name is Evelyn Scheier. I have been teaching for 16 years from K-3rd grade and one year in Autism Unit. Last May I graduated with my Masters in School Counseling from Lamar University. I am currently looking for school counseling jobs or jobs that are in relation to this area. I am in the Sherman/Denison TX area.,3,7,0,2024-09-19 21:43:13,https://www.fishbowlapp.com/post/hi-my-name-is-evelyn-scheier-i-have-been-teaching-for-16-years-from-k-3rd-grade-and-one-year-in-autism-unit-last-may-i-graduated-with,46,No hashtags found,Autism,No.,Job search in education.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the job search for school counseling positions in the Sherman/Denison TX area.
47,Autism,a Full Stack Developer 1,San Diego State University,Career Advice for Students,7 months,What’s a good job for someone with high functioning autism?,4,4,0,2024-09-19 21:43:43,https://www.fishbowlapp.com/post/whats-a-good-job-for-someone-with-high-functioning-autism,47,No hashtags found,Autism,No.,Job for high-functioning,Yes.,No.,No.,No.,No.,No.,No.,The main topic is identifying a suitable job for individuals with high functioning autism.
48,Autism,,San Diego State University,Special Education Teachers,6 months,"I have a 10 year old that I will be starting speech with soon but he only speaks Spanish, and my Spanish is limited. He also has autism, epilepsy, and apraxia. Please send me good vibes that I'll be able to help him out and any tips if you've encountered a similar situation! 😊",2,2,1,2024-09-19 21:44:12,https://www.fishbowlapp.com/post/i-have-a-10-year-old-that-i-will-be-starting-speech-with-soon-but-he-only-speaks-spanish-and-my-spanish-is-limited-he-also-has,48,No hashtags found,Autism,No.,Speech therapy for bilingual child,No.,No.,No.,No.,No.,No.,No.,"The key topic is providing speech therapy for a 10-year-old child with autism, epilepsy, and apraxia who speaks Spanish and whose parent has limited Spanish proficiency."
49,Autism,an Associate,San Diego State University,Jobs in Retail & Hospitality,7 months,I am 18 and on the Autism spectrum. I graduated last May and currently looking for my first job with a company that has experience with neurodiversity. Looking for something part time that can help with my social and problem solving skills. Does anyone know of any companies hiring in the Pasadena/Deer Park area?,9,3,1,2024-09-19 21:44:35,https://www.fishbowlapp.com/post/i-am-18-and-on-the-autism-spectrum-i-graduated-last-may-and-currently-looking-for-my-first-job-with-a-company-that-has-experience,49,No hashtags found,Autism,No.,Job search for neurodiv,Yes.,No.,No.,No.,No.,No.,No.,The main topic is a recent graduate on the Autism spectrum seeking a part-time job with a company experienced in neurodiversity in the Pasadena/Deer Park area to improve social and problem-solving skills.
50,Autism,a Registered Nurse BSN 2,San Diego State University,Nurses,5 months,Any nurses with autism? What area of healthcare do you practice in? Do you have any tips for a new-ish grad (2 years experience) that feels like the psychosocial aspect is holding them back?,4,3,1,2024-09-19 21:44:49,https://www.fishbowlapp.com/post/any-nurses-with-autism-what-area-of-healthcare-do-you-practice-in-do-you-have-any-tips-for-a-new-ish-grad-2-years-experience,50,No hashtags found,Autism,No.,Autism in nursing.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is seeking advice from nurses with autism on practicing in healthcare and managing psychosocial aspects.
51,Autism,,San Diego State University,Special Education Teachers,10 months,"I'm looking for something like a work, study and live on site program for my Son. He's 19, has autism and other physical health needs which we will need assistance managing. His autism does impact him socially but he's pretty independent.

He has gotten to a point where he's not happy with life, wants to move on to something with more purpose and freedom. He's been taken advantage of by a ""friend"" and needs to get away and find a new group. Located in the PNW. Looking into job corp. Advice?",1,3,0,2024-09-19 21:45:02,https://www.fishbowlapp.com/post/im-looking-for-something-like-a-work-study-and-live-on-site-program-for-my-son-hes-19-has-autism-and-other-physical-health,51,No hashtags found,Autism,No.,Work-study-live program,Yes.,No.,No.,No.,No.,No.,No.,"The key topic is finding a work, study, and live on site program for a 19-year-old with autism and physical health needs who wants to move on to something with more purpose and freedom."
52,Autism,a Senior Designer 1,San Diego State University,Philadelphia,a year,Any recommendations for someone who can do an adult assessment for autism? I am finding absolutely nobody or people that earliest availability is in mid-2024.,2,3,0,2024-09-19 21:45:36,https://www.fishbowlapp.com/post/any-recommendations-for-someone-who-can-do-an-adult-assessment-for-autism-i-am-finding-absolutely-nobody-or-people-that,52,No hashtags found,Autism,No.,Autism assessment options.,Yes.,Yes.,No.,No.,No.,No.,No.,The key topic is the difficulty in finding someone to conduct an adult assessment for autism.
53,Autism,a Behavior Therapist,San Diego State University,Career Advice for Students,4 months,"Advice please! I graduated last year with a BA in Psychological Science. After graduation, I worked as a Behavior Therapist for children with Autism, but I burnt out within a year as I no longer felt like going to work worrying about getting hit by clients with aggressive behaviors (plus the lack of adequate support from supervisors).
I quit the job but I have no idea what I want to do now. What job opportunities are out there that don't require a master's degree or higher?",4,4,0,2024-09-19 21:46:01,https://www.fishbowlapp.com/post/advice-please-i-graduated-last-year-with-a-ba-in-psychological-science-after-graduation-i-worked-as-a-behavior-therapist-for,53,No hashtags found,Autism,No.,Job opportunities without master's,Yes.,No.,No.,No.,No.,No.,No.,The main topic is career options for someone with a BA in Psychological Science who does not want to pursue a master's degree and has experience as a Behavior Therapist for children with Autism.
54,Autism,,San Diego State University,Paraprofessionals,a year,Anyone else already exhausted. I love my kids but I work at a behaviors school and I focus in autism. I'm underpaid and I had to use my restraint training today. Educators and school staff should not have to work 2-3 jobs to even afford a place to live.,2,2,0,2024-09-19 21:46:25,https://www.fishbowlapp.com/post/anyone-else-already-exhausted-i-love-my-kids-but-i-work-at-a-behaviors-school-and-i-focus-in-autism-im-underpaid-and-i-had-to,54,No hashtags found,Autism,No.,Challenges of Educators,Yes.,No.,No.,No.,No.,No.,No.,"The key topic is the challenges faced by educators and school staff, including low pay and the need to work multiple jobs, as well as the use of restraint training in a behavior school setting."
55,Autism,a Team Lead 1,San Diego State University,Autism Awareness,a year,I’ve noticed that this bowl isn’t active. I hope we can change that. I was diagnosed with autism earlier this year because I’ve struggled so much in the official corporate world. ESPECIALLY struggled with being an autistic leader. Any tips would be great 🥹,6,2,0,2024-09-19 21:46:59,https://www.fishbowlapp.com/post/ive-noticed-that-this-bowl-isnt-active-i-hope-we-can-change-that-i-was-diagnosed-with-autism-earlier-this-year-because-ive,55,No hashtags found,Autism,No.,Autism in leadership.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the challenges of being an autistic leader in the corporate world and seeking tips for overcoming those challenges.
56,Autism,a Paraprofessional,San Diego State University,ADHD Professionals,a year,"So I failed my Nonviolent Crisis Prevention & Intervention Training (CPI) focuses on prevention and equips individuals with proven strategies for safely defusing anxious, hostile, or violent behavior at the earliest possible stage. Highlights of CPI training include: Reducing the risk of injury. This is because my muscle memory and time reaction are not in my favor. I have adhd and Autism! I am a para educator and I am doing everything to succeed . Not sure what I should do? Any Suggestions?",2,4,0,2024-09-19 21:47:23,https://www.fishbowlapp.com/post/so-i-failed-my-nonviolent-crisis-prevention-intervention-training-cpi-focuses-on-prevention-and-equips-individuals,56,No hashtags found,Autism,No.,"Failed CPI Training, Disabilities",Yes.,No.,No.,No.,No.,No.,No.,The key topic is the individual's struggle with failing Nonviolent Crisis Prevention & Intervention Training due to having ADHD and Autism and seeking suggestions for what to do next.
