Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases
Autism,an Associate,San Diego State University,Jobs in Retail & Hospitality,7 months,I am 18 and on the Autism spectrum. I graduated last May and currently looking for my first job with a company that has experience with neurodiversity. Looking for something part time that can help with my social and problem solving skills. Does anyone know of any companies hiring in the Pasadena/Deer Park area?,9.0,3.0,1.0,2024-09-19 21:44:35,https://www.fishbowlapp.com/post/i-am-18-and-on-the-autism-spectrum-i-graduated-last-may-and-currently-looking-for-my-first-job-with-a-company-that-has-experience,49.0,No hashtags found,Autism,No.,Job search for neurodiv,Yes.,No.,No.,No.,No.,No.,No.
Autism,a Registered Nurse BSN 2,San Diego State University,Nurses,5 months,Any nurses with autism? What area of healthcare do you practice in? Do you have any tips for a new-ish grad (2 years experience) that feels like the psychosocial aspect is holding them back?,4.0,3.0,1.0,2024-09-19 21:44:49,https://www.fishbowlapp.com/post/any-nurses-with-autism-what-area-of-healthcare-do-you-practice-in-do-you-have-any-tips-for-a-new-ish-grad-2-years-experience,50.0,No hashtags found,Autism,No.,Autism in nursing.,Yes.,No.,No.,No.,No.,No.,No.
Autism,,San Diego State University,Special Education Teachers,10 months,"I'm looking for something like a work, study and live on site program for my Son. He's 19, has autism and other physical health needs which we will need assistance managing. His autism does impact him socially but he's pretty independent.

He has gotten to a point where he's not happy with life, wants to move on to something with more purpose and freedom. He's been taken advantage of by a ""friend"" and needs to get away and find a new group. Located in the PNW. Looking into job corp. Advice?",1.0,3.0,,2024-09-19 21:45:02,https://www.fishbowlapp.com/post/im-looking-for-something-like-a-work-study-and-live-on-site-program-for-my-son-hes-19-has-autism-and-other-physical-health,51.0,No hashtags found,Autism,No.,Work-study-live program,Yes.,No.,No.,No.,No.,No.,No.
Autism,a Senior Designer 1,San Diego State University,Philadelphia,a year,Any recommendations for someone who can do an adult assessment for autism? I am finding absolutely nobody or people that earliest availability is in mid-2024.,2.0,3.0,,2024-09-19 21:45:36,https://www.fishbowlapp.com/post/any-recommendations-for-someone-who-can-do-an-adult-assessment-for-autism-i-am-finding-absolutely-nobody-or-people-that,52.0,No hashtags found,Autism,No.,Autism assessment options.,Yes.,Yes.,No.,No.,No.,No.,No
Autism,a Behavior Therapist,San Diego State University,Career Advice for Students,4 months,"Advice please! I graduated last year with a BA in Psychological Science. After graduation, I worked as a Behavior Therapist for children with Autism, but I burnt out within a year as I no longer felt like going to work worrying about getting hit by clients with aggressive behaviors (plus the lack of adequate support from supervisors).
I quit the job but I have no idea what I want to do now. What job opportunities are out there that don't require a master's degree or higher?",4.0,4.0,,2024-09-19 21:46:01,https://www.fishbowlapp.com/post/advice-please-i-graduated-last-year-with-a-ba-in-psychological-science-after-graduation-i-worked-as-a-behavior-therapist-for,53.0,No hashtags found,Autism,No.,Job opportunities without master's,Yes.,No.,No.,No.,No.,No.,No.
Autism,,San Diego State University,Paraprofessionals,a year,Anyone else already exhausted. I love my kids but I work at a behaviors school and I focus in autism. I'm underpaid and I had to use my restraint training today. Educators and school staff should not have to work 2-3 jobs to even afford a place to live.,2.0,2.0,,2024-09-19 21:46:25,https://www.fishbowlapp.com/post/anyone-else-already-exhausted-i-love-my-kids-but-i-work-at-a-behaviors-school-and-i-focus-in-autism-im-underpaid-and-i-had-to,54.0,No hashtags found,Autism,No.,Challenges of Educators,Yes.,No.,No.,No.,No.,No.,No.
Autism,a Team Lead 1,San Diego State University,Autism Awareness,a year,I’ve noticed that this bowl isn’t active. I hope we can change that. I was diagnosed with autism earlier this year because I’ve struggled so much in the official corporate world. ESPECIALLY struggled with being an autistic leader. Any tips would be great 🥹,6.0,2.0,,2024-09-19 21:46:59,https://www.fishbowlapp.com/post/ive-noticed-that-this-bowl-isnt-active-i-hope-we-can-change-that-i-was-diagnosed-with-autism-earlier-this-year-because-ive,55.0,No hashtags found,Autism,No.,Autism in leadership.,Yes.,No.,No.,No.,No.,No.,No.
Autism,a Paraprofessional,San Diego State University,ADHD Professionals,a year,"So I failed my Nonviolent Crisis Prevention & Intervention Training (CPI) focuses on prevention and equips individuals with proven strategies for safely defusing anxious, hostile, or violent behavior at the earliest possible stage. Highlights of CPI training include: Reducing the risk of injury. This is because my muscle memory and time reaction are not in my favor. I have adhd and Autism! I am a para educator and I am doing everything to succeed . Not sure what I should do? Any Suggestions?",2.0,4.0,,2024-09-19 21:47:23,https://www.fishbowlapp.com/post/so-i-failed-my-nonviolent-crisis-prevention-intervention-training-cpi-focuses-on-prevention-and-equips-individuals,56.0,No hashtags found,Autism,No.,"Failed CPI Training, Disabilities",Yes.,No.,No.,No,No.,No.,No.
Autism,a Software Engineer,San Diego State University,Career Pivot,8 months,I’m an Autism paraprofessional looking to pivot into software development. I have my bachelors in psychology and have finished an Udemy course on web development and have a portfolio site but still can’t get past the initial screening for a phone interview. Any advice is welcome,4.0,1.0,1.0,2024-09-19 21:47:46,https://www.fishbowlapp.com/post/im-an-autism-paraprofessional-looking-to-pivot-into-software-development-i-have-my-bachelors-in-psychology-and-have-finished,57.0,No hashtags found,Autism,No.,Career change to software development,Yes.,No.,No.,No.,No.,No.,No.
Autism,an Executive Legal Recruiter,San Diego State University,ADHD Professionals,2 months,"I’ve seen lists of jobs for people with ADHD and jobs for people with autism, but never both. Has anyone found something great?",3.0,1.0,,2024-09-19 21:47:59,https://www.fishbowlapp.com/post/ive-seen-lists-of-jobs-for-people-with-adhd-and-jobs-for-people-with-autism-but-never-both-has-anyone-found-something,58.0,No hashtags found,ADHD,No.,Jobs for neurodiverg,No.,No.,No.,No.,No.,No.,No.
Autism,a Pre-sales Lead 1,San Diego State University,The Worklife Bowl,9 months,What industry does working with Autism fall under?,1.0,2.0,,2024-09-19 21:48:23,https://www.fishbowlapp.com/post/what-industry-does-working-with-autism-fall-under,59.0,No hashtags found,Autism,No.,Autism and industry.,Yes.,No.,No.,No.,No.,No.,No.
Autism,a Nurse Practitioner 1,San Diego State University,Jobs in Healthcare,a year,Does anyones have a BCBA or a Behavior Analysis degree and not work in an autism clinic? Looking into other avenues for my career.,3.0,3.0,,2024-09-19 21:48:46,https://www.fishbowlapp.com/post/does-anyones-have-a-bcba-or-a-behavior-analysis-degree-and-not-work-in-an-autism-clinic-looking-into-other-avenues-for-my,60.0,No hashtags found,Autism,No.,Career options beyond autism.,Yes.,No.,No.,No.,No.,No.,No
Autism,a Researcher PHD Candidate,San Diego State University,Science & Research,7 months,The news of Chinese scientists developing a vaccine that could potentially reverse autism marks a significant advancement in the treatment of autism. How might such innovative research impact the scientific community and offer hope in the fight against autism? What changes could this development bring to autism therapy?,2.0,2.0,1.0,2024-09-19 21:49:11,https://www.fishbowlapp.com/post/the-news-of-chinese-scientists-developing-a-vaccine-that-could-potentially-reverse-autism-marks-a-significant-advancement-in,61.0,No hashtags found,Autism,No.,Chinese vaccine for autism.,No.,No.,Yes.,No.,No.,Yes.,No.
Autism,a Nurse 1,San Diego State University,Healthcare,3 months,"Hi Guys , I am reaching out . I have a friend who needs our help. I am collecting donations for his baby boy who is diagnosed with Autism. He need financial assistance for therapies. Please donate so that we can help his son to get his therapies on time. Looking forward to all of you.",2.0,3.0,,2024-09-19 21:49:25,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-xl4y-5,62.0,No hashtags found,Autism,No.,Donation for Autism therapies,No.,No.,No.,No.,No.,No.,No.
Autism,an Associate,San Diego State University,Lawyers with ADHD,9 months,"Have any of y’all sought accommodations for ADHD or any other mental health diagnoses like Autism, OCD, etc.?
What types of accommodations? Was it hard to secure? Has it helped?",7.0,2.0,,2024-09-19 21:49:49,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-for-adhd-or-any-other-mental-health-diagnoses-like-autism-ocd-etc-what-types-of-accommodations,63.0,No hashtags found,ADHD,No.,Accommodations for,Yes.,No.,No.,No.,No.,No.,No.
Autism,a Nurse,San Diego State University,Healthcare Administrators/Healthcare Leadership,6 months,Is there anyone here that is on the autism spectrum disorder. How do you navigate it at work? And do you ever disclose this to your work?,1.0,2.0,,2024-09-19 21:50:13,https://www.fishbowlapp.com/post/is-there-anyone-here-that-is-on-the-autism-spectrum-disorder-how-do-you-navigate-it-at-work-and-do-you-ever-disclose-this-to,64.0,No hashtags found,Autism,No.,Autism at work.,Yes.,No.,No.,No,No.,No.,No.
Autism,an Intake Paralegal 1,San Diego State University,Depression/Anxiety Talk,a year,"I have been unemployed for 11 months. I have applied for countless positions, had a few phone interviews, but only one, ""in person"" interview (2nd). My husband has a disability, for which he doesn't qualify for SSI. I also have a child with autism. We are on public assistance, now, and don't get anywhere near enough to pay our bills. I have been in mortgage lending compliance for 23 years. I know that 99% of my skills are non-transferable, so that is likely a big factor in my job search.",3.0,6.0,1.0,2024-09-19 21:50:36,https://www.fishbowlapp.com/post/i-have-been-unemployed-for-11-months-i-have-applied-for-countless-positions-had-a-few-phone-interviews-but-only-one-in-person,65.0,No hashtags found,Autism,No.,Unemployment and job search,Yes.,No.,No.,No.,No.,No.,No.
Autism,a Dishwasher,San Diego State University,Data & Analytics Consultants,a year,Please feel free to DM! I earned one professional data certification. Autism at Work program as Professional Data Analyst/Data Scientist. Any job opportunities?,5.0,1.0,,2024-09-19 21:50:50,https://www.fishbowlapp.com/post/please-feel-free-to-dm-i-earned-one-professional-data-certification-autism-at-work-program-as-professional-data-analystdata-scientist,66.0,No hashtags found,Autism,No.,Data certification and job opportunities,Yes.,No.,No.,No.,No.,No.,No
Autism,a Senior Technology Program Manager 1,San Diego State University,Depression/Anxiety Talk,7 months,I'm having a hard time at work and the anxiety is making me feel unwanted. At times I have small crying hits at work and makes me just want to quit let I can't till I find a other one till then what can I do help me get over this stuff . Extra note I'm on the autism spectrum,4.0,3.0,,2024-09-19 21:51:13,https://www.fishbowlapp.com/post/im-having-a-hard-time-at-work-and-the-anxiety-is-making-me-feel-unwanted-at-times-i-have-small-crying-hits-at-work-and-makes,67.0,No hashtags found,Anxiety,No.,Workplace anxiety.,Yes.,No.,No.,No.,No.,No.,No.
Autism,an Underwriter 1,San Diego State University,Relationships,4 months,Does anyone know a book or any resources about how to understand and live with a partner who is on the autism spectrum? Please tell me why you found it helpful! Thanks,2.0,2.0,,2024-09-19 21:51:38,https://www.fishbowlapp.com/post/does-anyone-know-a-book-or-any-resources-about-how-to-understand-and-live-with-a-partner-who-is-on-the-autism-spectrum-please,68.0,No hashtags found,Autism,No.,Living with autistic partner.,No.,No.,No.,No.,Yes.,No.,No
Autism,a Registered Nurse 1,San Diego State University,Nurses,3 months,"Hi Guys , I am reaching out . I have a friend who needs our help. I am collecting donations for his baby boy who is diagnosed with Autism. He need financial assistance for therapies. Please donate so that we can help his son to get his therapies on time. Looking forward to all of you. https://gofund.me/8c40e4fe",2.0,5.0,1.0,2024-09-19 21:52:01,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-8zlq-5,69.0,No hashtags found,Autism,No.,Autism therapy donations.,No.,No.,No.,No.,No.,No.,No.
