Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID
ADHD,a Consultant,San Diego State University,Parents at Work,6 months,"My SO was able to get my oldest a job interview in his field (mechanical engineering). It's entry level, and my son just finished his AAD and 2yrs experience in machines. Anyway, my SO plays poker with the manager.
After the interview, the guy texts saying my son is ""quite the character"" and that ""everyone loved him"".
Here's the thing: my son was extremely difficult to raise. Combined type ADHD, functional features of Asperger's.
Keep going. It gets better. It's worth all of it.",69.0,12.0,3.0,2024-09-17 21:53:41,https://www.fishbowlapp.com/post/my-so-was-able-to-get-my-oldest-a-job-interview-in-his-field-mechanical-engineering-its-entry-level-and-my-son-just-finished-his,59
ADHD,a Senior Copywriter,San Diego State University,Advertising,10 months,"As someone who recently got diagnosed with ADHD, it became clear to me why working from home has really boosted my productivity AND creativity. In office, I’m too easily distracted and overstimulated. Now it seems like every agency is forcing hybrid work. I don’t want to leave the city I’m in for a job, nor lose the productivity boost I’ve gained over the last 3 years. Is there a way to still get a new gig that’s hybrid but swing WFH? Is ADHD counted as “disability”? Is this a dumb question?",23.0,11.0,,2024-09-17 21:53:59,https://www.fishbowlapp.com/post/as-someone-who-recently-got-diagnosed-with-adhd-it-became-clear-to-me-why-working-from-home-has-really-boosted-my-productivity-and,60
ADHD,a RN,San Diego State University,Healthcare,8d,"Looking for some advice.

I have been working in healthcare as an rn for over 8 years. During that time I have tried many different specialties. Unfortunately I have been experiencing adhd burnout and have lost my job. I am now applying for non healthcare positions. I have been applying for customer service, barista etc and not having any luck so far.

Does anyone have experience in transitioning to another profession?",14.0,17.0,5.0,2024-09-17 21:54:27,https://www.fishbowlapp.com/post/looking-for-some-advice-i-have-been-working-in-healthcare-as-an-rn-for-over-8-years-during-that-time-i-have-tried-many-different,61
ADHD,a Recruiting Coordinator Lead,San Diego State University,ADHD Professionals,8 months,"When you are applying to roles and come across the disability question, do you recommend selecting “yes” or “I do not want to answer”? Does it make a difference? Should you even disclose you have ADHD during the interview process?",11.0,31.0,,2024-09-17 21:54:41,https://www.fishbowlapp.com/post/when-you-are-applying-to-roles-and-come-across-the-disability-question-do-you-recommend-selecting-yes-or-i-do-not-want-to-answer,62
ADHD,a Recruiter,San Diego State University,The Worklife Bowl,a year,"Serious question for those that may relate; what do you do to motivate yourself at work and in your free time? I struggle to focus, probably have undiagnosed ADHD and overthink to hell. It's a constant internal tug-a-war inside me lol.",6.0,23.0,1.0,2024-09-17 21:55:37,https://www.fishbowlapp.com/post/serious-question-for-those-that-may-relate-what-do-you-do-to-motivate-yourself-at-work-and-in-your-free-time-i-struggle-to,63
ADHD,a Manager of People Operations 1,San Diego State University,ADHD Professionals,10 months,I have a new boss who’s a hardass about time and attendance and put me on a pip. What are the best ways I should handle this. I have been diagnosed adhd for 16 years and I am always very particular about getting somewhere on time but you can’t even be 2 minutes late. I love my job and what the company does. I don’t want to lose my job over something stupid. Any tips on how to handle this situation,9.0,12.0,1.0,2024-09-17 21:56:06,https://www.fishbowlapp.com/post/i-have-a-new-boss-whos-a-hardass-about-time-and-attendance-and-put-me-on-a-pip-what-are-the-best-ways-i-should-handle-this-i-have,64
ADHD,an Engagement Manager,San Diego State University,Consulting,9 months,"How many career pivots are too much? And when is it too late to pivot. I’ve had 3 big pivots, each successful so far, but now am ready to move on once again at 35+. Hoping this 4th one is the one that I’ve always wanted. Maybe it’s just my ADHD, or self sabotaging / non-commital nature🤪",12.0,32.0,1.0,2024-09-17 21:56:24,https://www.fishbowlapp.com/post/how-many-career-pivots-are-too-much-and-when-is-it-too-late-to-pivot-ive-had-3-pivots-successful-so-far-but-now-am-ready-to-move,65
ADHD,,,,,,,,,2024-09-17 21:57:23,https://www.fishbowlapp.com/post/i-dont-know-that-im-asking-for-solutions-but-more-that-i-just-need-to-verbalize-what-im-experiencing-i-have-strong-work-product,66
ADHD,an Associate,San Diego State University,Law,2 months,"I don't know that I'm asking for solutions but more that I just need to verbalize what I'm experiencing. I have strong work product, not great at time management. ADHD and anxiety/stress. Senior associate. High biller. Feel like I don't fit in. Tired of feeling like I have to work 10x as hard to do get the same support. No kids, no husband, but supporting my parents. Seriously thinking of quitting law but also don't want to be a quitter. A way to describe this is that my soul is tired.",12.0,8.0,4.0,2024-09-17 21:59:35,https://www.fishbowlapp.com/post/i-dont-know-that-im-asking-for-solutions-but-more-that-i-just-need-to-verbalize-what-im-experiencing-i-have-strong-work-product,66
ADHD,a Consultant,San Diego State University,Parents at Work,a year,"Son, 7, has all the signs of ADHD but manages well enough in school. It’s the social situations and behaviors that present challenges. I also fear his academics would decline once it gets harder (right now he tries to skate by doing the bare min to be acceptable). I’m hesitant to diagnose+medicate especially so young. Does anyone regret medication, regret being medicated themselves from a young age, or perhaps the opposite and wish you/kid started sooner?",3.0,20.0,,2024-09-17 21:59:46,https://www.fishbowlapp.com/post/son-7-has-all-the-signs-of-adhd-but-manages-well-enough-in-school-its-the-social-situations-and-behaviors-that-present-challenges,67
ADHD,a Bankruptcy Attorney,San Diego State University,Lawyers with ADHD,9 months,My fiancée was diagnosed with adhd 9 months ago and was prescribed adderall. He just got his grades back for his first semester of law school. His gpa is 1.3. I’m concerned for him. He has an uphill battle. He may flunk out. He was given accommodations in the form of an extra hour for final exams and a note taker for class notes. I asked him what went wrong. He told me he needed more time to process/learn/memorize. I don’t know what or how to support him. Any advice for us? Thank you in advance.,3.0,20.0,,2024-09-17 22:00:27,https://www.fishbowlapp.com/post/my-fiancee-was-diagnosed-with-adhd-9-months-ago-he-just-got-his-grades-back-for-his-first-semester-of-law-school-his-gpa-is-1,68
ADHD,an Audit Senior Manager,San Diego State University,ADHD Professionals,a month,"Does anyone use natural supplements to reduce ADHD symptoms? With the shortages, I'm looking into alternatives. Any supplements that people swear by in helping keep focus on tasks?",11.0,17.0,3.0,2024-09-17 22:01:07,https://www.fishbowlapp.com/post/does-anyone-use-natural-supplements-to-reduce-adhd-symptoms-with-the-shortages-im-looking-into-alternatives-any-supplements-that,69
ADHD,an Administrative,San Diego State University,Interview Tips,9 months,"I had an chat to see whether I was viable for an interview I have ADHD so I said can they understand that and how recall from memory when I have to do this in stressful situations is hard so can they just bear with me if I take longer to answer.
Interviewer 1 - lovely inviting smiling etc
Interviewer 2 - asked me how do I manage my memory, it is a fast paced environment and how do you expect to keep up.
Gob smacked, demoralised and I am still reliving the experience.",16.0,13.0,2.0,2024-09-17 22:01:31,https://www.fishbowlapp.com/post/i-had-an-chat-to-see-whether-i-was-viable-for-an-interview-i-have-adhd-so-i-said-can-they-understand-that-and-how-recall-from-memory,70
ADHD,a Social Media Manager,San Diego State University,ADHD Professionals,6 months,"To try to save my job and help stop the discriminatory perpetuation that I am just “confused,” I’ve decided to self identify at my job. I got above average performance ratings for the past 5 years, then more was added to my plate so I had to take a 2 month short term disability leave due to poor mental health. I was late diagnosed with ADHD. I’m back and they’ve completely changed my role in a way my brain can’t handle and I’m falling. Idk what else to do, but I have to have financial security.",10.0,12.0,2.0,2024-09-17 22:01:52,https://www.fishbowlapp.com/post/to-try-to-save-my-job-and-help-stop-the-discriminatory-perpetuation-that-i-am-just-confused-ive-decided-to-self-identify-at,71
ADHD,a Vice President 1,San Diego State University,Consulting,a year,"Does anyone else with adhd feel like it’s hard to be themselves at work? I got a late diagnosis for it and after lots of therapy, it’s been helping to explain a lot of my thought processes and behaviors, but on the other hand since getting the confirmation I just feel all the more disconnected from my peers. I had friends w adhd in school but none of them pursued corporate jobs like this. Any adhd fishes here??How do y’all act normal for 9-10 hours a day everyday! I feel like an alien",7.0,11.0,,2024-09-17 22:02:16,https://www.fishbowlapp.com/post/does-anyone-else-with-adhd-feel-like-its-hard-to-be-themselves-at-work-i-got-a-late-diagnosis-for-it-and-after-lots-of-therapy-its,72
ADHD,an Analyst 1,San Diego State University,ADHD Professionals,3 months,Should you tell your manager you have ADHD?,4.0,14.0,3.0,2024-09-17 22:02:40,https://www.fishbowlapp.com/post/should-you-tell-your-manager-you-have-adhd,73
ADHD,a Lawyer,San Diego State University,Law,a year,Do you take add/adhd medication (adderall or otherwise) regularly?,7.0,22.0,4.0,2024-09-17 22:02:59,https://www.fishbowlapp.com/post/do-you-take-addadhd-medication-adderall-or-otherwise-regularly,74
ADHD,a Consultant,San Diego State University,ADHD Professionals,9 months,"This is a specific question for any black women with ADHD that work in a global firm. We don't get to ""unmask"" safely in corporate environments and we are tokenised as the ""diversity hire"" even though most of the time we are over qualified for our positions.

My question is: I take meds every 4hours and I'm thinking about working in the office more. How do you take short release medication at work if you haven't disclosed to your manager/employer?",10.0,18.0,3.0,2024-09-17 22:03:13,https://www.fishbowlapp.com/post/this-is-a-specific-question-for-any-black-women-with-adhd-that-work-in-a-global-firm-we-dont-get-to-unmask-safely-in-corporate-environments,75
ADHD,a Supply & Logistics Analyst.,San Diego State University,ADHD Professionals,10 months,"To all of my neurodiverse professionals. Do you struggle with procrastination and/or paralysis? I don’t like the stigma of “you are just lazy or you don’t even try.” I was diagnosed when I was older. I never understood about ADHD. If you met me when I was in my teens, 20’s, 30’s or 40’s I was a very happy go lucky. I didn’t worry because how I handled things I laughed them buried. Now things I have challenges with, the memories of how I was treated, talked to or looked over. *more in commen",18.0,17.0,3.0,2024-09-17 22:03:37,https://www.fishbowlapp.com/post/to-all-of-my-neurodiverse-professionals-do-you-struggle-with-procrastination-andor-paralysis-i-dont-like-the-stigma-of,76
