Neurodiversity	Posted By	Employer	Time Posted	Content	Reactions	Timestamp Collected	Post URL	Hierarchy	Post ID	Comment ID,Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
,Autism,Other,Authora Vice President,2 months,"Concerns:
1. I make close to 300k as a cpa now and concerned that it is not always easy to be back to workforce in 3 years
2. Husband’s income varies as a non-salary partner (but I think there is more upwards) though there is risk. We have 500k in non retirement account so still think ok for at least three years",13,2024-09-19 20:29:09,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,60.0
,Autism,Other,EY 1,2 months,You are a CPA and will have no trouble getting back into work. There is a CPA shortage,"15
reactions",2024-09-19 20:29:09,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,2.0,2.0,61.0
,Autism,Other,Salesforce 1,2 months,I don’t think you’ll have any issue going back to work as a CPA—I had a friend that did after 7 years and she found work and was quickly promoted.,"8
reactions",2024-09-19 20:29:10,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,3.0,2.0,62.0
,Autism,Other,Salesforce 1,2 months,I don’t think you’ll have any issue going back to work as a CPA—I had a friend that did after 7 years and she found work and was quickly promoted.,8,2024-09-19 20:29:10,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,63.0
,Autism,Other,a Managing Director 1,2 months,Can you ask your firm if you can just work busy season for the next 3 years? That keeps you in the workforce and also provides your company help with when they need it most.,27,2024-09-19 20:29:10,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,64.0
,Autism,Author,Authora Vice President,2 months,Thanks. I never believe in part time but maybe it is worth trying,"6
reactions",2024-09-19 20:29:10,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,2.0,2.0,65.0
,Autism,Other,Deloitte 1,2 months,**Flexible work arrangement is the term these days :). There are tons of great studies out there in how it's been successful! I'm part of a focus group actually on how to make this more commonplace and have seen it personally work very well (in Europe).,"5
reactions",2024-09-19 20:29:10,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,3.0,2.0,66.0
,Autism,Other,a Director 2,2 months,"To be clear, part time does not have to mean half-ass. You could work FT during busy season, or work a reduced schedule (and bust your ass while “on”).","9
reactions",2024-09-19 20:29:10,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,4.0,2.0,67.0
,Autism,Other,a Director 2,2 months,"To be clear, part time does not have to mean half-ass. You could work FT during busy season, or work a reduced schedule (and bust your ass while “on”).",9,2024-09-19 20:29:10,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,68.0
,Autism,Other,a Creative Director 1,2 months,"If you live within or below your means, I think you’ll be fine. Good luck!",5,2024-09-19 20:29:11,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,69.0
,Autism,Other,a Senior Manager 1,2 months,How much you earn doesn’t really matter as much as how much you spend. You’re a CPA so I’m sure you can do the projections. You may not be able to reenter the workforce at your current salary or level but you should be able to reenter. Good luck!,4,2024-09-19 20:29:11,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,70.0
,Autism,Other,Authora Vice President,2 months,Thanks. To add we live below our means. 150k/year after tax is enough for us. So 100% of my salaries in theory go to saving. I don’t really like my job (but I don’t know what I like either) if that matters.,10,2024-09-19 20:29:11,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,71.0
,Autism,Other,an Associate 1,2 months,"I think with a kid on the spectrum the argument for SAH is much stronger. Intensive interventions now could be effective and if you can swing it financially and emotionally, it sounds like a reasonable plan.",10,2024-09-19 20:29:11,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,72.0
,Autism,Author,Authora Vice President,2 months,"Thanks. He has improved quite a bit in the past 2 years and we finally succeed on potty training after a year. With that said, honestly just figuring out his education plan and coordinating his services take a lot from time perspective and also emotionally. I just find myself not operating the best these days","1
reactions",2024-09-19 20:29:11,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,2.0,2.0,73.0
,Autism,Other,an Associate 1,2 months,"I do not have children on the spectrum but am close with families who do, and the emotional toll on the stay at home parent is real. What I’ve seen work is, where financially feasible, the stay at home parent having a built in day/half day off with a caregiver who is on board with whatever interventions you are doing at home coming into the home during that time. If you live close to a college that has a behavior analysis or special ed teaching program, students are often a great resource for this kind of regular but very part-time care.","7
reactions",2024-09-19 20:29:11,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,3.0,2.0,74.0
,Autism,Other,EY-Parthenon 2,2 months,"A kid on the spectrum or not, it benefits both mom and child to be there in the formative years",,2024-09-19 20:29:11,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,4.0,2.0,75.0
,Autism,Other,EY-Parthenon 2,2 months,"A kid on the spectrum or not, it benefits both mom and child to be there in the formative years",,2024-09-19 20:29:11,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,76.0
,Autism,Other,a Director 1,2 months,Could you take a shorter sabbatical to try it out? Like 6 months?,2,2024-09-19 20:29:12,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,77.0
,Autism,Other,an Attorney 1,2 months,"Have you thought about getting a nanny or au pair? That might allow you to continue working, even if part-time.",5,2024-09-19 20:29:12,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,1.0,2.0,78.0
,Autism,Author,Authora Vice President,2 months,"We have a nanny. It is just that it is not always easy with a special needs kid (e.g., to be consistent with the rules so he knows clearly what he needs to do; to be able to guess what the kid communicates to not trigger an emotional burst). To be honest, I think the challenges I have are more emotional strain. But maybe part time is the way to go","5
reactions",2024-09-19 20:29:12,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,2.0,2.0,79.0
,Autism,Other,AbbVie 1,2 months,"I took off about 3.5 yrs to be a SAHM, and I remember my friends were shocked at the time. It was unusual for my peer group, but as in life, I realized things didn’t need to be so permanent or black and white. I loved my time as SAHM - hard work but meaningful. Careful that you don’t take on too much additional housework roles while you transition or the gains are lost. I didn’t have any trouble rejoining the workforce, but I also really like the suggestion of part time (not as in part of each day but as in a few months out of the year). Especially if you don’t want the work stress permeating your thoughts while you’re trying to focus on kids. Good luck!","7
reactions",2024-09-19 20:29:12,https://www.fishbowlapp.com/post/very-close-to-pull-the-trigger-to-take-2-3-years-off-to-be-a-sahm-wanted-to-see-the-thoughts-reasons1-have-2-kids-7-and-4-the-younger,3.0,2.0,80.0
